x,y
4.337519666381351,7.763191336345262
0.20128446177789794,7.8516852147513205
-0.5040760416309142,7.773407155396281
0.8126123768636848,9.694480906296953
4.670285000354808,7.922671939725969
2.1751550139539555,9.235338901013266
6.13112907182428,8.927960467032339
5.385565374532491,7.4399423300537375
2.0494174841857378,9.228353318063306
0.5997467196914252,9.439776712451359
6.103653234650863,8.058406342882689
5.330700952595666,7.702282844983348
3.858309068256485,8.456764576854026
-0.9806717069689768,8.145403889230291
4.490558439655871,7.620120393797844
4.270397966767056,7.183658939340779
0.726202067593861,9.36783626643015
1.7324451190133523,8.978688929751305
6.080986834211738,7.42687663241
4.838443691464131,7.87221988663825
-1.43675730986266,7.376857185955771
2.682287593722128,8.868648579681498
1.6580912392967448,9.061727020337093
-1.1400469702285276,7.5175589831124805
3.995474617615735,7.4168662685108036
4.512041639550298,7.502000917679572
5.4026293016885605,7.425714643485726
1.9091548869299757,9.36577684372233
5.334641209834052,7.6356476165679705
1.3999714790587587,9.9526031349627
-1.097057150966986,6.903723979662329
5.601403196839557,7.839863542985138
6.305001532492275,8.58664233847674
0.42428272992935057,8.339068552010541
4.728669187315601,7.564045855260836
0.8928608295060751,9.30325809061728
2.1254303932320298,9.539539847869914
1.6752354788980135,9.361521210079879
5.540155366272043,7.369710157522454
1.9971337244030147,9.324490428546198
1.4137130696441131,9.510352737444425
6.363854879629175,8.589156442273872
2.950357320835016,8.177750049617025
2.6370507237326875,9.441620333735235
-0.2981835445203096,7.985311341001886
1.2413886129383052,10.272502694403055
1.447942818169473,9.702243521726643
6.461807463059587,8.678903420948368
4.4391884441932,7.423840999978772
0.6624326761025019,8.941221985990618
