x,y
6.156013326172802,4.79536437450499
9.143688411053489,7.311480310957726
9.008237558649524,7.543187403537808
4.5604112882876,5.27653587664354
3.135925176756885,5.973870962998985
4.018725459531566,2.507447772522399
2.1906708501457874,12.250745338749741
1.6987673575423967,10.777395285218125
2.153789264944016,9.116996182870382
4.775537811634082,3.732797832696258
9.06727780619647,5.083013661222004
2.2103837878612973,8.469437190292494
7.982779341628853,11.652597982827922
8.580861738470896,7.836284383579082
8.948796324350235,8.330370504086455
8.013525787837851,12.190373237463318
7.6426855190740905,14.218021024494547
7.958688556078072,11.887809637722698
2.3981048648441137,10.035741730632441
2.7945034420344053,10.189730274711767
0.9850099210107244,11.254742247279463
2.5842961092726178,8.872179640317396
6.127523086032387,3.9011491879625013
2.65022110799877,8.366594268869772
3.5629074964759457,4.237842652801821
2.1263596581688637,10.66882121517797
4.310205255247305,1.4420676463711855
9.081514069270611,7.877931131299511
0.6341273039772566,8.161343574038103
8.869116773313323,9.278776217422417
3.3486647495984756,5.758328794739821
1.5762140829105586,8.106838147684794
2.358433957604509,9.807090722569711
6.838354907318736,6.5363988884753175
5.361885675180686,1.5798067712414943
9.051146360050788,3.974113329732844
1.1014539552073965,11.624289972086181
6.373291905223596,6.440053024320878
3.8039268898027645,3.827293230468914
5.002871728782596,0.9473724324306925
7.999193271475477,8.156860776751891
6.176964068939842,3.5068551280107103
7.059387177066814,9.302043614449854
5.993148906683899,4.894922931453157
3.8816325638311824,4.659647758990392
6.5024809922260225,7.360258260347119
4.89649307854066,1.98941199428649
7.517583756634869,11.051195774574284
7.496053767187989,12.87809431098325
7.000598947719711,11.267073438425474
3.930522333645945,1.5750359058623706
8.130505348839746,8.277950633145544
3.454301796560185,2.838902516820081
0.4117264702514434,7.3174459755231895
5.979983536104598,3.9196864115231937
4.352747887954197,0.9125637856875854
6.064945011907293,6.193578367061665
9.592426703187177,4.746807284754747
3.815281310499935,2.0041617464105963
0.8613173418117637,7.603391603328758
6.153358589246624,2.1051896232011167
6.687538119330966,6.402258344191445
3.0143307967878066,6.983976519520361
2.0212849221907216,8.60712477470543
6.846911311157848,9.688795606819712
1.9834945161393247,12.809499032767306
1.0618831403351625,7.597507557992895
0.29755594548310005,5.1241745982256255
6.160752613526242,5.936401491137954
6.1468062211717225,6.9837913663359785
3.6427338810532603,3.0081837766108146
4.092552023774014,-0.39033839426958217
1.3400425635786661,12.206143809537442
5.039382432983417,0.13945775953507145
2.914224384051205,9.472010024281733
0.7360433573976854,9.449381673901817
7.628780401390803,9.549331775262988
0.7994837819421907,8.629547091382424
8.640328532265078,7.7106563491743865
9.645702487605757,6.1781628671498785
4.144191579378091,2.934179138383265
7.2394694944142834,10.763130024345058
3.137327244613518,6.328005542152569
1.1672180970728185,11.611219838550278
4.7047865517429415,0.01061285806839074
9.504461420535826,2.7804942010651184
1.0973017871912027,11.48975623333206
9.006922568851959,8.443755170951945
5.302210571697692,3.276985883267326
6.7082126173070025,8.530260484245469
2.5074010729891185,9.814153042876622
9.085766594406023,8.852411925957625
5.877878177688496,4.401602246135583
0.4007132976813743,11.704161494350995
8.250723271458533,12.731096029191447
7.067042750022502,11.769242198143505
4.032837748825616,1.0088144717134853
1.7725900522606464,11.414237432671904
0.9229649483525604,8.321413173777476
7.641617694895201,12.86641483209083
