x,y
1.3375515886510017,7.673492611952667
1.6172627301046552,8.340384405167526
0.42729940256787824,3.9208455995517637
1.726478501687662,7.997781088920554
0.7531386912407987,6.5589390309558695
1.276248230181712,9.475885780966381
0.28889110169241894,5.626948874724279
1.6990505928680233,8.268496196975509
0.7673067815673411,5.653452993132241
1.174263176722605,7.247970385912665
0.21955020043996432,4.516949289486878
1.7875452388428574,8.61113911081466
0.6307109276517955,6.5332385676113285
1.928275460969908,9.345927823879547
0.5482162402357518,7.741882986919382
0.9917891343990455,7.857831595469783
0.6616116995373789,4.808206330733802
0.2919088935409295,3.366709521655779
0.9182751356098839,8.288369170865524
1.714143112901404,7.5363945114326105
1.0213476011963505,6.358346009411815
0.8284955338959217,7.54209843476426
0.1829009968790012,3.974815330398026
0.8032832331622615,8.146512951775842
0.30986003583804833,5.060089046410977
0.07944712027759149,4.229255541050589
0.2770472572683451,5.070557427056703
1.3239329512704234,7.657380875501513
1.815309138403067,9.301728226928422
1.5156313229302993,8.97806458632568
